ns_queue,ew_queue,ns_wait,ew_wait,ns_count,ew_count,ns_speed,ew_speed,time_since_switch,delta_queue,decision
1,6,0.0,67.0,3,8,14.392970252311011,21.576542996545847,25,-5,1
0,5,0.0,72.0,4,7,11.423408449175767,25.43569837342748,26,-5,1
0,5,0.0,77.0,2,8,22.780820899000393,22.036228898542923,27,-5,1
1,6,0.0,82.0,3,8,14.525095524656741,22.103566290476877,28,-5,1
0,5,0.0,87.0,3,8,15.490793486148343,22.111852444038988,29,-5,1
0,5,0.0,92.0,2,8,23.081854322269326,21.97633688102311,30,-5,1
1,5,0.0,66.0,3,9,14.537219526203558,16.92084281675706,31,-4,1
1,3,1.0,40.0,3,9,14.638328547665841,17.492017182327743,32,-2,1
1,2,2.0,25.0,3,9,14.443171591657276,18.135865478961996,33,-1,1
2,2,3.0,13.0,4,10,10.742683076188474,15.17920319489205,34,0,1
2,0,5.0,0.0,4,10,10.548773792254481,16.016559540060392,35,2,0
3,0,8.0,0.0,4,10,10.457846155056224,17.084296909010042,1,3,0
4,1,11.0,0.0,5,9,5.566464004618108,18.626381511379414,1,3,0
3,1,14.0,0.0,5,10,5.870348371585222,17.31316871590349,1,2,0
4,0,18.0,0.0,5,8,6.275801105962075,21.82507011317756,1,4,0
4,0,22.0,0.0,5,8,6.793626165124581,22.288830213084132,1,4,0
4,2,26.0,0.0,5,8,7.048486159204754,21.72371774856635,1,2,0
4,0,30.0,0.0,5,7,6.384820547608169,25.060347715513338,1,4,0
4,0,34.0,0.0,5,6,5.612610992696447,29.306865380724556,1,4,0
5,2,39.0,0.0,5,7,5.560314354120813,25.31340911251729,1,3,0
5,0,44.0,0.0,5,6,5.559008644863761,30.303263064088387,1,5,0
5,0,49.0,0.0,5,5,5.556650277894837,35.97746482726688,1,5,0
5,2,54.0,0.0,5,7,5.556110488920605,25.039545436090975,1,3,0
5,0,59.0,0.0,5,6,5.556,30.29800629920938,1,5,0
6,0,64.0,0.0,6,6,4.630008744880925,29.978920120820494,1,6,0
5,1,69.0,0.0,6,6,4.773370529867631,29.61517558186888,1,4,0
5,0,74.0,0.0,6,5,4.97202142028953,36.787937634383155,1,5,0
5,0,79.0,0.0,6,5,5.113943796714691,37.6754155017628,1,5,0
5,2,84.0,0.0,6,6,4.867469927742485,28.30086977740737,1,3,0
5,0,89.0,0.0,6,5,4.706132286247353,35.558959746200586,1,5,0
5,0,94.0,0.0,6,5,4.656490952412432,37.05316816601546,1,5,0
7,1,100.0,0.0,7,6,3.969328390764687,30.258737023434495,1,6,0
6,0,106.0,0.0,7,4,4.085147785976053,45.905317128288985,1,6,0
6,0,112.0,0.0,7,4,4.2042695946473705,46.65009738202145,1,6,0
6,0,118.0,0.0,7,4,4.006024344954585,46.449034029638234,1,6,0
7,0,125.0,0.0,7,3,3.970645219209628,63.88572432472218,1,7,0
7,0,132.0,0.0,7,3,3.969114103715633,64.72146606159929,1,7,0
8,0,139.0,0.0,8,3,3.472647234758115,63.92881786576087,1,8,0
7,1,146.0,0.0,8,2,3.4845835531651863,87.61396016442046,1,6,0
5,0,99.0,0.0,6,4,4.644040613733374,38.108752912156646,1,5,0
4,1,64.0,1.0,6,4,4.770516712163702,39.23129381700902,1,3,0
2,2,30.0,2.0,6,5,5.1172827859017564,31.758368884309277,1,0,0
0,1,0.0,3.0,7,4,2.5862570728522214,42.68143659166681,1,-1,1
0,1,0.0,4.0,6,5,4.035362140300706,32.803831704255764,2,-1,1
1,2,0.0,5.0,7,6,3.937248669819943,27.35599518977105,3,-1,1
1,2,0.0,6.0,6,7,4.554409828600137,23.62078189171121,4,-1,1
0,2,0.0,8.0,8,5,4.025637200100464,35.527868213077944,5,-2,1
0,2,0.0,10.0,4,7,8.006083209441531,24.08847838558758,6,-2,1
2,4,0.0,13.0,6,7,4.825861352594547,24.842110422537043,7,-2,1
0,3,0.0,16.0,6,6,5.663255966657083,29.411822990840893,8,-3,1
0,4,0.0,20.0,3,8,11.10612334556496,20.761436982545497,9,-4,1
2,5,0.0,24.0,5,8,6.417052773832809,21.437231602640537,10,-3,1
0,4,0.0,28.0,6,7,6.046496993410223,25.042693134927838,11,-4,1
0,5,0.0,33.0,3,9,12.05196011093526,18.603809101610675,12,-5,1
1,6,0.0,39.0,5,7,6.400333700492046,24.840662842055412,13,-5,1
0,6,0.0,45.0,5,7,7.709137962789159,24.812751402927688,14,-6,1
0,7,0.0,52.0,2,9,21.988900247022684,18.316930870984063,15,-7,1
1,7,0.0,59.0,3,8,14.098257371216581,21.185842925637957,16,-6,1
0,7,0.0,66.0,4,7,10.51162418902726,24.805797497639098,17,-7,1
0,7,0.0,73.0,3,8,14.534584603208408,21.133703787776014,18,-7,1
1,7,0.0,80.0,2,8,22.411973771915072,21.451819750884894,19,-6,1
0,7,0.0,87.0,3,7,15.477991462450783,24.805714285714284,20,-7,1
0,7,0.0,94.0,2,8,24.23182012670208,21.332619131891988,21,-7,1
2,7,0.0,101.0,4,7,7.4616352641454435,24.805714285714284,22,-5,1
0,7,0.0,108.0,4,7,8.212994450631205,24.805714285714284,23,-7,1
0,7,0.0,115.0,2,8,17.451856913391968,21.11528312956507,24,-7,1
1,7,0.0,122.0,4,7,8.200888616105075,24.805714285714284,25,-6,1
0,8,0.0,129.0,4,8,9.563002361206685,21.705,26,-8,1
1,7,0.0,136.0,4,9,7.878062603064695,18.963806994188214,27,-6,1
0,7,0.0,143.0,3,9,11.297697013796103,18.9214144961307,28,-7,1
0,8,0.0,150.0,4,9,9.233758872206991,19.366650956952736,29,-8,1
0,9,0.0,158.0,3,10,12.194676474392177,17.37150463273513,30,-9,1
0,7,0.0,107.0,2,10,17.685675303933976,14.996423878544197,31,-7,1
1,5,1.0,67.0,2,10,16.218856595461126,15.423917494399854,32,-4,1
1,4,2.0,27.0,2,10,14.487281231033496,15.974071642118929,33,-3,1
1,2,3.0,6.0,2,10,14.142533740365609,14.606067750060898,34,-1,1
3,0,5.0,0.0,3,10,9.278475359068649,15.648151546596825,35,3,0
2,0,7.0,0.0,3,10,9.624145917992381,16.65792757635566,1,2,0
2,1,9.0,0.0,3,10,10.006847056017197,16.415539304905582,1,1,0
2,0,11.0,0.0,3,9,10.403620595855323,19.8258855596323,1,2,0
3,0,13.0,0.0,4,8,7.340865088918911,21.299914572958976,1,3,0
2,0,15.0,0.0,4,7,7.269032410666096,26.31138422552624,1,2,0
3,0,18.0,0.0,4,5,7.496551216796807,36.63975861787537,1,3,0
3,0,21.0,0.0,4,5,7.685188629395585,38.60543949865008,1,3,0
4,0,24.0,0.0,5,3,5.7681818541563254,65.3052777094846,1,4,0
4,0,28.0,0.0,5,3,5.649842029764914,66.15604888228334,1,4,0
4,0,32.0,0.0,5,1,5.774689894074834,200.13675170270727,1,4,0
4,0,36.0,0.0,5,1,5.715818837942056,200.38060855625665,1,4,0
5,0,40.0,0.0,6,0,4.668049181434495,201.41999999999996,1,5,0
4,0,44.0,0.0,6,0,4.6528250106909566,201.41999999999996,1,4,0
5,0,49.0,0.0,6,0,4.644568859162392,201.41999999999996,1,5,0
5,0,54.0,0.0,6,0,4.63559820679752,201.41999999999996,1,5,0
7,0,60.0,0.0,7,0,3.9702921968717892,201.41999999999996,1,7,0
6,0,66.0,0.0,7,0,4.05697904075925,201.41999999999996,1,6,0
6,0,72.0,0.0,7,0,4.128227472334271,201.41999999999996,1,6,0
6,0,78.0,0.0,7,0,4.165491081156163,201.41999999999996,1,6,0
6,0,84.0,0.0,7,0,3.9747863676240227,201.41999999999996,1,6,0
7,1,91.0,0.0,7,1,3.971478939444094,187.52999999999997,1,6,0
7,0,98.0,0.0,7,1,3.9704776264934387,190.04213482774327,1,7,0
7,0,105.0,0.0,7,1,3.9689883420518806,191.8450345588568,1,7,0
7,0,112.0,0.0,7,1,3.9687066214701465,193.69273716764985,1,7,0
7,0,119.0,0.0,7,1,3.9685822689120203,195.5404014856275,1,7,0
7,0,126.0,0.0,7,1,3.968571428571429,194.3649251968488,1,7,0
7,0,133.0,0.0,7,1,3.968571428571429,189.8649251968488,1,7,0
7,0,140.0,0.0,7,1,3.968571428571429,187.68239990937036,1,7,0
6,1,84.0,1.0,6,3,4.63,54.490128857920126,1,5,0
3,1,42.0,2.0,6,3,4.845208344576066,55.961792749715926,1,2,0
1,2,16.0,3.0,6,4,5.1217390345457945,39.614627826554454,1,-1,0
0,2,0.0,4.0,6,5,3.3132093792725072,31.8345905765053,1,-2,1
0,1,0.0,5.0,6,5,4.552868719140082,33.35956530273322,2,-1,1
2,1,0.0,6.0,9,4,2.9537083591248536,43.70450455379145,3,1,1
0,1,0.0,7.0,6,5,4.78613401500558,34.86574693103048,4,-1,1
0,1,0.0,8.0,7,3,4.72292557358966,61.61165467113508,5,-1,1
1,1,0.0,9.0,5,5,6.534315549453488,34.043110327653515,6,0,1
1,2,0.0,11.0,7,3,4.316485702323688,57.930450367793675,7,-1,1
0,4,0.0,14.0,6,4,5.759415411851968,43.423140629677576,8,-4,1
0,3,0.0,17.0,4,6,8.122081846130374,27.749614350392687,9,-3,1
2,4,0.0,20.0,6,5,4.58057982420837,35.1361778134103,10,-2,1
0,3,0.0,23.0,6,5,5.3258899425754755,35.429604132352225,11,-3,1
0,3,0.0,26.0,4,7,7.2552390197046535,24.203439447449593,12,-3,1
2,4,0.0,29.0,5,7,5.91177636517732,24.89379509763984,13,-2,1
0,4,0.0,32.0,6,7,5.368797752964281,25.032141389454882,14,-4,1
0,3,0.0,35.0,5,8,6.9058166739120725,21.478928588326994,15,-3,1
0,4,0.0,39.0,3,8,12.789610978840054,21.493874873084373,16,-4,1
0,6,0.0,44.0,4,8,10.484317295531273,21.908724237079163,17,-6,1
0,5,0.0,49.0,2,10,27.17520051165197,16.737517062083107,18,-5,1
0,7,0.0,56.0,2,8,25.7883073368787,21.832714567123972,19,-7,1
0,8,0.0,63.0,2,9,28.040084461279925,19.329787990720472,20,-8,1
1,8,0.0,71.0,2,9,20.234500725654666,19.29900158556499,21,-7,1
0,7,0.0,77.0,1,9,43.3426014938904,19.2996071963516,22,-7,1
0,8,0.0,85.0,1,9,45.197543190703726,19.29825998224649,23,-8,1
0,10,0.0,94.0,1,10,47.17799837126397,17.365227357620654,24,-10,1
0,9,0.0,103.0,1,10,49.03443499652669,17.370666756083477,25,-9,1
0,9,0.0,112.0,0,11,55.56,15.423408890949661,26,-9,1
0,10,0.0,122.0,1,10,53.592893549222495,17.364205147148102,27,-10,1
1,10,0.0,132.0,2,10,20.331471182179655,17.364023400895103,28,-9,1
0,10,0.0,142.0,2,10,21.304129879788512,17.364007333471182,29,-10,1
0,10,0.0,152.0,1,10,45.909506875234655,17.363999999999997,30,-10,1
0,8,0.0,103.0,1,10,47.69262499406934,15.051458876776973,31,-8,1
1,6,0.0,69.0,2,10,17.649362151650944,15.429827465190375,32,-5,1
0,4,0.0,43.0,2,10,16.585953468992606,15.986045914178202,33,-4,1
1,2,1.0,19.0,2,10,15.601806556322192,14.753654794711778,34,-1,1
1,0,2.0,0.0,2,10,16.585405732549045,15.555537305817518,35,1,0
1,0,3.0,0.0,2,10,17.534034037452585,16.583453104942162,1,1,0
1,1,4.0,0.0,2,10,16.33545026604226,16.46514514260068,1,0,0
1,2,5.0,1.0,2,10,14.712640796302143,16.96637920919925,1,-1,0
1,0,6.0,0.0,2,8,14.025710957457076,21.095210908130415,2,1,0
2,0,8.0,0.0,2,8,13.903736308860811,22.884942019908873,1,2,0
3,2,10.0,0.0,3,8,9.262953917525623,21.23888004673014,1,1,0
2,0,12.0,0.0,3,8,9.50180988076532,22.3205492551614,1,2,0
2,0,14.0,0.0,3,6,9.795742017804665,30.521955985130344,1,2,0
3,2,16.0,0.0,4,8,7.36983409512012,21.748663841541948,1,1,0
2,0,18.0,0.0,4,6,7.4649930927168064,30.048461648096502,1,2,0
2,0,20.0,0.0,4,6,7.366186293687326,30.902463639381562,1,2,0
2,2,22.0,0.0,4,8,7.084645460346064,21.472814167602557,1,0,0
3,0,24.0,0.0,5,6,5.602257049431427,30.074087515111838,1,3,0
3,0,27.0,0.0,5,6,5.576341318921494,31.304285034890324,1,3,0
4,0,31.0,0.0,5,5,5.572077867228407,36.084325368499584,1,4,0
4,1,35.0,0.0,5,5,5.565043643635114,36.41220917274214,1,3,0
5,0,40.0,0.0,5,5,5.56072400075584,37.35219014238071,1,5,0
5,0,45.0,0.0,5,5,5.557591930538913,36.615001542114356,1,5,0
5,1,50.0,0.0,5,4,5.556559904952138,47.45708822003569,1,4,0
5,0,55.0,0.0,5,4,5.556301781963221,48.44279635412058,1,5,0
5,0,60.0,0.0,5,2,5.556108788226009,93.89677654835862,1,5,0
5,0,65.0,0.0,5,2,5.556017943258003,96.05801556286633,1,5,0
5,0,70.0,0.0,5,2,5.556,96.78058173225489,1,5,0
6,0,75.0,0.0,6,2,4.63,97.80353009678419,1,6,0
5,1,80.0,0.0,6,2,4.823931807342806,92.04337561994791,1,4,0
5,0,85.0,0.0,6,2,4.952407314661801,94.27486096369569,1,5,0
6,0,90.0,0.0,7,2,4.244048028714689,95.51096301873011,1,6,0
5,1,95.0,0.0,7,3,4.268734560671846,63.08458540036596,1,4,0
3,1,44.0,0.0,5,5,6.013219927228759,30.88010509314994,1,2,0
2,0,30.0,0.0,5,5,5.9342899669841875,31.93739459767453,1,2,0
2,1,15.0,0.0,6,6,5.086441733249016,27.22164720219384,1,1,0
0,1,0.0,1.0,7,5,2.630334919497805,34.807631821642055,1,-1,1
0,1,0.0,2.0,6,6,4.008239915085475,27.934488732376327,2,-1,1
1,2,0.0,3.0,8,6,3.5393205404929704,29.230121248539263,3,-1,1
1,1,0.0,4.0,6,7,4.007425942629147,23.60569182343757,4,0,1
0,2,0.0,6.0,6,7,5.105262865829594,23.639662012558468,5,-2,1
1,3,0.0,9.0,7,6,4.431183360533961,28.023806528121582,6,-2,1
1,4,0.0,13.0,7,6,4.336881912234778,28.43541532007843,7,-3,1
0,5,0.0,18.0,6,5,5.844236220645275,34.73102949456745,8,-5,1
0,6,0.0,23.0,4,8,8.472242249603712,20.621170188315155,9,-6,1
1,5,0.0,28.0,4,7,9.032883620277653,24.5987974162413,10,-4,1
0,6,0.0,33.0,4,8,11.683303759411675,21.34699349995884,11,-6,1
0,5,0.0,38.0,2,9,22.37960868669007,18.981544573074,12,-5,1
1,7,0.0,44.0,4,8,10.275059589974237,22.017545072403642,13,-6,1
0,6,0.0,50.0,4,8,11.172934527840765,21.950790030166168,14,-6,1
0,6,0.0,56.0,1,9,46.0326320125768,18.85198973119082,15,-6,1
1,6,0.0,62.0,2,9,22.283475389770466,19.091573687568385,16,-5,1
0,7,0.0,69.0,3,8,14.873797773832145,21.861188742295326,17,-7,1
0,8,0.0,76.0,2,10,22.81086467425106,16.962503836411507,18,-8,1
0,8,0.0,84.0,2,9,22.122980282325297,19.35229055633423,19,-8,1
0,8,0.0,92.0,2,9,23.245901194954897,19.39416670826134,20,-8,1
0,8,0.0,100.0,1,10,54.515814238902465,16.89495098347613,21,-8,1
0,9,0.0,108.0,0,11,55.56,15.543158905335842,22,-9,1
1,9,0.0,117.0,2,10,20.360352865033782,17.370454622481372,23,-8,1
0,9,0.0,125.0,2,10,21.645632706552398,17.36986712845851,24,-9,1
0,9,0.0,134.0,1,10,45.65599314196035,17.36756964817738,25,-9,1
0,10,0.0,144.0,1,10,48.00248760586139,17.364763487076527,26,-10,1
0,10,0.0,154.0,1,10,50.382802453525365,17.364189218028333,27,-10,1
1,10,0.0,164.0,1,11,41.67,15.457438731050187,28,-9,1
1,10,0.0,174.0,3,10,9.252150242194114,17.364020896078905,29,-9,1
0,10,0.0,184.0,3,10,10.24299148108551,17.36400671894578,30,-10,1
1,8,0.0,137.0,4,10,8.301970053441275,14.948442415438127,31,-7,1
0,6,0.0,101.0,3,10,12.838181525358701,15.387387197310545,32,-6,1
0,4,0.0,65.0,3,10,12.81235467807266,15.925150451287937,33,-4,1
0,2,0.0,31.0,3,10,11.443217856968838,14.516339053381529,34,-2,1
0,0,0.0,0.0,3,10,10.515807606574368,15.578597478221647,35,0,0
2,0,1.0,0.0,4,10,7.060461597758458,17.362168512862873,36,2,0
2,0,3.0,0.0,4,8,7.118246946051698,20.390988689496403,1,2,0
3,2,6.0,0.0,4,10,7.219312272317689,17.648633621678098,1,1,0
3,0,9.0,0.0,4,8,7.235020324757521,20.821017214250777,1,3,0
3,0,12.0,0.0,4,8,7.066537345482708,22.12091333497315,1,3,0
4,0,16.0,0.0,4,7,6.948126127961162,24.76078354223846,1,4,0
4,0,20.0,0.0,4,6,6.946460994784863,30.818855110248293,1,4,0
4,0,24.0,0.0,4,5,6.945262596262737,37.92680701474536,1,4,0
4,0,28.0,0.0,4,4,6.945044320718868,48.593033121000914,1,4,0
4,0,32.0,0.0,4,3,6.94500909053977,65.70552609065602,1,4,0
5,0,36.0,0.0,5,2,5.556,99.88787638336821,1,5,0
4,0,40.0,0.0,5,2,5.748468387268018,99.2450643063889,1,4,0
4,0,44.0,0.0,5,1,5.953178721765522,199.81812447719287,1,4,0
5,0,48.0,0.0,6,0,4.936238264841442,201.41999999999996,1,5,0
4,0,52.0,0.0,6,0,4.983634950382821,201.41999999999996,1,4,0
5,0,56.0,0.0,7,0,4.2015732878585,201.41999999999996,1,5,0
6,0,61.0,0.0,8,0,3.535156295840004,201.41999999999996,1,6,0
5,0,66.0,0.0,8,0,3.509086650555745,201.41999999999996,1,5,0
6,0,72.0,0.0,8,0,3.4943028832056484,201.41999999999996,1,6,0
7,0,79.0,0.0,8,0,3.4770710920395813,201.41999999999996,1,7,0
8,0,87.0,0.0,8,0,3.4748985937696704,201.41999999999996,1,8,0
8,0,95.0,0.0,8,0,3.472970154449268,201.41999999999996,1,8,0
8,0,103.0,0.0,8,0,3.4727264698313043,201.41999999999996,1,8,0
8,0,111.0,0.0,8,0,3.4725119632754913,201.41999999999996,1,8,0
8,1,119.0,0.0,8,1,3.4725,187.52999999999997,1,7,0
8,0,127.0,0.0,8,1,3.4725,189.93090626925232,1,8,0
8,1,135.0,0.0,8,2,3.4725,89.18696015410126,1,7,0
8,0,143.0,0.0,8,2,3.4725,91.26251496756916,1,8,0
6,0,94.0,0.0,6,4,4.63,40.25610701492754,1,6,0
4,0,58.0,0.0,6,4,4.752153916701737,41.441018728352034,1,4,0
2,0,23.0,0.0,6,4,5.055418609911933,41.68812069232705,1,2,0
0,0,0.0,0.0,7,3,2.535370027820871,57.1046126647924,1,0,1
0,2,0.0,1.0,6,5,4.140746303865917,32.28418782816374,2,-2,1
1,1,0.0,2.0,8,4,3.529736778666139,42.229289114937586,3,0,1
1,2,0.0,4.0,6,5,4.401813379419791,32.813277271093476,4,-1,1
0,3,0.0,6.0,7,5,4.649124285430401,34.27788859339279,5,-3,1
1,2,0.0,8.0,6,5,5.119567897464363,34.497735337450365,6,-1,1
1,2,0.0,10.0,7,5,4.349131211641121,34.18559707073056,7,-1,1
0,2,0.0,12.0,5,5,6.60674894333224,34.14065652866962,8,-2,1
0,4,0.0,15.0,3,7,12.151643044810944,23.985740035649695,9,-4,1
1,3,0.0,18.0,5,5,7.037302772297879,35.02241396317186,10,-2,1
1,4,0.0,22.0,5,6,6.366710812877984,28.662147677275954,11,-3,1
0,4,0.0,26.0,4,6,7.814817585061841,28.724652930278904,12,-4,1
0,4,0.0,30.0,4,5,8.754307340393176,35.342975046523875,13,-4,1
1,4,0.0,34.0,5,5,7.595423073082053,35.11633926826905,14,-3,1
0,5,0.0,39.0,3,6,15.220993596757799,28.36515276648014,15,-5,1
1,5,0.0,44.0,3,6,10.070565264907977,28.42966497853511,16,-4,1
0,6,0.0,49.0,4,6,8.448104385182766,28.940137519773355,17,-6,1
0,6,0.0,54.0,3,7,12.341873917810672,24.871143893927076,18,-6,1
1,5,0.0,59.0,3,8,14.072408710881655,21.521799179983404,19,-4,1
0,5,0.0,64.0,3,7,15.153944288149887,25.203708386098235,20,-5,1
0,5,0.0,69.0,2,8,22.69670890226626,21.38297236485539,21,-5,1
0,6,0.0,74.0,1,9,46.678734273654094,19.039562674226893,22,-6,1
0,5,0.0,79.0,2,8,24.360871308818304,21.72776129494124,23,-5,1
0,7,0.0,86.0,1,9,56.2237578228235,18.808136162369426,24,-7,1
0,8,0.0,94.0,0,9,55.56,18.969166887000046,25,-8,1
0,8,0.0,102.0,1,8,52.616004245130696,21.705580326036277,26,-8,1
1,8,0.0,110.0,2,8,19.48484251687693,21.705297094315448,27,-7,1
0,8,0.0,118.0,1,8,44.147422759169714,21.705151630547668,28,-8,1
0,8,0.0,126.0,1,8,46.31212563068141,21.705010679298816,29,-8,1
0,8,0.0,134.0,1,8,48.30245626213029,21.705,30,-8,1
0,7,0.0,84.0,1,9,48.53238029040909,16.638427013279355,31,-7,1
0,4,0.0,48.0,1,9,44.03238029040909,17.354821907465563,32,-4,1
0,2,0.0,19.0,1,9,41.91642098886653,17.96031819121723,33,-2,1
2,1,1.0,10.0,2,9,13.894200303888532,16.657292053966867,34,1,1
1,0,2.0,0.0,2,9,14.72783366630782,17.936659719069187,35,1,0
1,0,3.0,0.0,2,9,15.73417094266659,17.96025223944777,1,1,0
2,0,4.0,0.0,3,7,10.211766268691669,24.42668021199671,1,2,0
1,1,5.0,0.0,3,8,10.777476003946893,21.723382549505054,1,0,0
1,0,6.0,0.0,3,6,10.713550135388582,29.884885649336102,1,1,0
2,0,7.0,0.0,4,6,7.609714571384026,31.602618208735418,1,2,0
1,2,8.0,0.0,4,6,7.366545704474783,28.195229833560415,1,-1,0
2,0,10.0,0.0,4,6,7.271544652752591,29.7898859180287,1,2,0
3,0,12.0,0.0,5,4,5.788547945016828,45.68844760118243,1,3,0
2,2,14.0,0.0,5,6,5.852506399194466,29.360220280532673,1,0,0
3,0,17.0,0.0,5,5,5.965111995119207,36.276759559143485,1,3,0
4,0,21.0,0.0,5,5,6.101406639181649,35.88278361493491,1,4,0
5,1,25.0,0.0,6,6,4.911585083606983,29.409381800103805,1,4,0
4,0,29.0,0.0,6,5,4.759918711422524,36.53221600556391,1,4,0
4,0,33.0,0.0,6,5,4.6713242920876885,37.680203231862706,1,4,0
5,0,38.0,0.0,6,5,4.6359987790833665,37.718276595390826,1,5,0
6,0,44.0,0.0,6,3,4.6314389240647955,64.81826501514836,1,6,0
6,0,50.0,0.0,6,3,4.630166746766025,65.96549629801306,1,6,0
7,0,56.0,0.0,7,3,3.968594225035998,67.16460343226053,1,7,0
6,1,62.0,0.0,7,2,4.084481595456375,93.45981839454294,1,5,0
6,0,68.0,0.0,7,2,4.203328812759005,93.94518114209899,1,6,0
6,0,74.0,0.0,7,1,3.9924343306502763,191.29743769429155,1,6,0
6,1,80.0,0.0,7,2,3.985650392039832,95.03632575271536,1,5,0
8,0,87.0,0.0,8,2,3.4728530899670624,95.91974922971914,1,8,0
7,0,94.0,0.0,8,2,3.493375434332517,96.82882014580304,1,7,0
8,1,102.0,0.0,8,3,3.473968959925786,58.53054802583065,1,7,0
8,1,110.0,0.0,8,4,3.473060221560506,44.53472249318148,1,7,0
8,0,118.0,0.0,8,4,3.472633849303513,45.669232759297955,1,8,0
8,1,126.0,0.0,8,5,3.472521895717376,36.38072846356748,1,7,0
6,0,80.0,0.0,6,6,4.63,26.514868076353007,1,6,0
4,0,49.0,0.0,6,6,4.791538129174062,27.053019440528725,1,4,0
2,1,23.0,1.0,6,6,5.167772795673556,27.300307823595876,1,1,0
0,1,0.0,2.0,6,6,3.3580401648088305,26.778613387710276,1,-1,1
0,2,0.0,4.0,6,6,4.450852896649256,26.95781918649294,2,-2,1
1,4,0.0,7.0,8,6,3.5837923937002136,27.902066775952637,3,-3,1
0,3,0.0,10.0,5,7,6.321654221932741,23.424932761790185,4,-3,1
0,3,0.0,13.0,6,6,6.828580978073586,28.39812686664436,5,-3,1
0,4,0.0,17.0,3,7,13.341629542265737,24.10095260641561,6,-4,1
1,4,0.0,21.0,6,5,6.811371727585119,34.967884228216064,7,-3,1
0,4,0.0,25.0,4,5,10.651685106884514,34.74298158266363,8,-4,1
0,5,0.0,30.0,1,6,44.8330202065222,28.38976889751113,9,-5,1
0,6,0.0,35.0,2,6,23.040962928537738,28.94005999225318,10,-6,1
0,5,0.0,40.0,2,6,24.377059192977807,29.071926088548633,11,-5,1
0,5,0.0,45.0,0,7,55.56,24.31661215379191,12,-5,1
0,6,0.0,50.0,0,8,55.56,21.540764344591295,13,-6,1
0,5,0.0,55.0,1,7,54.61419762899634,24.99083390434468,14,-5,1
0,5,0.0,60.0,1,7,54.58888032275708,24.95440459695399,15,-5,1
0,5,0.0,65.0,0,7,55.56,24.849044139603773,16,-5,1
0,6,0.0,71.0,0,7,55.56,24.84013830160197,17,-6,1
0,7,0.0,77.0,0,8,55.56,21.7109961908334,18,-7,1
0,7,0.0,84.0,0,8,55.56,21.753580683158077,19,-7,1
0,7,0.0,91.0,0,8,55.56,21.80974611654007,20,-7,1
1,7,0.0,98.0,1,8,41.67,21.764587987937944,21,-6,1
0,7,0.0,105.0,1,8,44.0893854511017,21.737391597254486,22,-7,1
0,7,0.0,112.0,1,8,45.89343904406298,21.709443420899852,23,-7,1
0,9,0.0,120.0,1,9,48.36414209353272,19.293387441274426,24,-9,1
0,8,0.0,128.0,1,9,50.54782819538843,19.30190360460487,25,-8,1
0,9,0.0,137.0,0,10,55.56,17.07456768098412,26,-9,1
0,9,0.0,146.0,1,9,53.44951150898332,19.293502729107608,27,-9,1
0,9,0.0,155.0,1,9,53.71507072808663,19.293365798771973,28,-9,1
0,9,0.0,164.0,1,9,53.638681668499245,19.293333333333333,29,-9,1
0,9,0.0,173.0,0,9,55.56,19.293333333333333,30,-9,1
0,8,0.0,121.0,0,10,55.56,15.0038260039771,31,-8,1
0,5,0.0,70.0,0,10,55.56,15.401038730133815,32,-5,1
0,3,0.0,33.0,0,10,55.56,15.863527421864461,33,-3,1
0,2,0.0,10.0,0,10,55.56,14.475117726801773,34,-2,1
0,0,0.0,0.0,0,10,55.56,15.481696756268537,35,0,0
0,0,0.0,0.0,0,10,55.56,17.37547377107574,36,0,0
0,1,0.0,0.0,0,11,55.56,14.980118624489329,37,-1,1
0,1,0.0,0.0,0,10,55.56,17.600658541170503,38,-1,1
0,0,0.0,0.0,0,8,55.56,21.126461774616928,39,0,1
0,1,0.0,0.0,0,9,55.56,19.585121466476593,40,-1,1
0,1,0.0,0.0,0,8,55.56,21.2028537993158,41,-1,1
0,0,0.0,0.0,0,8,55.56,22.671852467125472,42,0,0
0,0,0.0,0.0,0,6,55.56,30.908123360433137,43,0,0
0,2,0.0,0.0,0,8,55.56,21.78918624609155,44,-2,1
0,0,0.0,0.0,0,6,55.56,30.690150320842108,45,0,0
0,0,0.0,0.0,0,6,55.56,30.448869304858082,46,0,1
0,1,0.0,0.0,0,5,55.56,35.566513459674034,47,-1,1
0,0,0.0,0.0,0,5,55.56,36.84700461608992,48,0,0
0,0,0.0,0.0,0,5,55.56,37.90556374273454,49,0,1
1,0,0.0,0.0,1,4,41.67,46.93125510498154,50,1,0
0,0,0.0,0.0,1,3,43.87752129724715,64.74558253429518,1,0,0
0,0,0.0,0.0,1,3,45.308123896601614,65.69136917085419,2,0,1
1,0,0.0,0.0,2,2,22.288963292267873,99.26401096016608,3,1,0
0,0,0.0,0.0,2,1,23.37586020938121,200.99606312712757,1,0,0
0,0,0.0,0.0,2,1,22.86278852593864,200.49930342842458,2,0,1
0,0,0.0,0.0,2,0,22.284514374529525,201.41999999999996,3,0,0
1,0,1.0,0.0,2,0,22.062131289291422,201.41999999999996,4,1,0
1,0,2.0,0.0,2,0,21.062958688504214,201.41999999999996,1,1,0
3,0,4.0,0.0,3,0,9.273385210276091,201.41999999999996,1,3,0
